Country Name,Country Name,Country Code,Government Type,Capital City,Date of Founding/Independence,Latitude of Capital,Longitude of Capital,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine
Senegal,Senegal,SN,republic,Dakar,4/4/1960,14 44 N,17 38 W,"290,636","15,758,366","3,675,209","111,795","$54,800,000,000 ",7.2,"$3,500 ",21.2,7.7,"6,966,000",48,40.3,19.6,-3.6,48.3,1.3,0.25,5.4,"$5,944,000,000 ","$5,944,000,000 ","$6,695,000,000 ",unknown,"($1,547,000,000)","$2,362,000,000 ","$5,217,000,000 ","$1,827,000,000 ","$8,571,000,000 ",unknown,unknown,"4,167,000,000","3,497,000,000",0,0,"977,000.00",82,0,7,11,0,0,"17,880",0,"17,590","48,000","4,063","32,050","59,460,000","59,460,000",0,0,0,"8,644,000.00","196,722.00",1.38,"15,020,945",19,2.36,32.9,7.9,-1.4,315,48,62.5,4.2,8.8,14.4,4.8,8.1,20,906,"16,665",28
Serbia,Serbia,RS,republic,Belgrade,6/5/2006,44 50 N,20 30 E,"2,609,592","8,626,903","4,790,488","1,474,970","$105,700,000,000 ",1.9,"$15,100 ",15.3,3.9,"2,920,000",14.1,38.7,42.7,0.2,62.5,3.1,3.5,8.2,"$6,756,000,000 ","$6,756,000,000 ","$24,420,000,000 ","$5,064,000,000 ","($2,354,000,000)","$15,920,000,000 ","$20,440,000,000 ","$11,910,000,000 ","$29,500,000,000 ","$41,520,000,000 ",unknown,"36,540,000,000","29,810,000,000","6,428,000,000","5,068,000,000","7,342,000.00",65,0,35,1,"17,000",123,"40,980","77,500,000","74,350","74,000","15,750","18,720","509,700,000","2,718,000,000",0,"2,010,000,000","48,140,000,000","50,210,000.00","77,474.00",1.39,"7,078,110",42.8,-0.47,8.9,13.6,0,12,5.7,75.9,1.44,21.5,1.8,4,29.7,26,"3,809","44,248",unknown
Seychelles,Seychelles,SC,republic,Victoria,6/29/1976,4 37 S,55 27 E,"19,652","167,282","52,664","15,221","$2,750,000,000 ",5.3,"$29,300 ",8.1,2.3,"47,210",3,46.8,39.6,-0.5,63.6,2.9,11.17,12.24,"$627,300,000 ","$627,300,000 ","$650,300,000 ",unknown,"($307,000,000)","$564,800,000 ","$1,155,000,000 ","$545,200,000 ","$2,559,000,000 ",unknown,unknown,"350,000,000","325,500,000",0,0,"88,000.00",91,0,0,9,0,0,0,0,0,"7,300",0,"7,225",0,0,0,0,0,"1,150,000.00",455,1.44,"94,633",35.8,0.74,13.4,7,1,unknown,9.7,75.2,1.85,14,3.6,4.4,10.9,14,unknown,526,24
Sierra Leone,Sierra Leone,SL,constitutional democracy,Freetown,4/27/1961,8 29 N,13 14 W,"17,000","6,279,270","708,615",unknown,"$11,550,000,000 ",3.7,"$1,600 ",10,15.5,"2,972,000",15,34,15.6,-7.9,63.9,18.2,unknown,17.92,"$387,400,000 ","$387,400,000 ","$572,600,000 ",unknown,"($407,000,000)","$808,400,000 ","$1,107,000,000 ","$478,000,000 ","$1,615,000,000 ","$1,042,000,000 ","$56,800,000,000 ","300,000,000","279,000,000",0,0,"113,300.00",23,0,51,26,0,0,0,0,0,"6,500",0,"6,439",0,0,0,0,0,"984,800.00","71,740.00",0.8,"6,312,212",19.1,2.4,36,10.2,-1.8,"1,120",66.7,59,4.69,8.7,18.2,4.6,9.4,8,unknown,unknown,469
Singapore,Singapore,SG,parliamentary republic,Singapore,8/9/1965,1 17 N,103 51 E,"1,983,100","8,462,800","4,683,200","1,470,400","$528,100,000,000 ",3.6,"$94,100 ",46.5,5.7,"3,657,000",2.2,45.9,15.7,-0.3,111.1,0.6,2.15,5.28,"$137,400,000,000 ","$137,400,000,000 ","$471,200,000,000 ","$809,400,000,000 ","$60,990,000,000 ","$396,800,000,000 ","$312,100,000,000 ","$279,900,000,000 ","$566,100,000,000 ","$1,285,000,000,000 ","$841,400,000,000 ","48,660,000,000","47,690,000,000",0,0,"13,350,000.00",98,0,0,2,0,"14,780","783,300",0,"755,000","1,322,000","1,820,000","2,335,000",0,"12,970,000,000","622,900,000","13,480,000,000",0,"249,500,000.00",719.2,3.3,"5,995,991",34.9,1.79,8.7,3.5,12.7,8,2.3,85.5,0.84,6.1,unknown,2.9,9.1,9,unknown,"3,500","3,526"
Slovakia,Slovakia,SK,parliamentary democracy,Bratislava,1/1/1993,48 09 N,17 07 E,"758,842","7,117,753","4,382,558","1,404,751","$179,700,000,000 ",3.4,"$33,100 ",20.6,2.7,"2,758,000",8.1,23.7,39.4,-1,50.9,1.3,0,2.44,"$56,460,000,000 ","$56,460,000,000 ","$85,560,000,000 ","$4,567,000,000 ","($2,005,000,000)","$80,800,000,000 ","$80,070,000,000 ","$3,622,000,000 ","$75,040,000,000 ","$69,920,000,000 ","$21,290,000,000 ","25,320,000,000","26,640,000,000","10,600,000,000","13,250,000,000","7,644,000.00",36,27,24,13,200,"1,022","111,200","9,000,000","131,300","85,880","81,100","38,340","104,800,000","4,672,000,000",0,"4,984,000,000","14,160,000,000","34,860,000.00","49,035.00",1.74,"5,445,040",41,-0.02,9.6,9.9,0.1,5,5,77.4,1.42,20.5,unknown,3.9,18.9,35,"3,580","56,926",unknown
Slovenia,Slovenia,SI,parliamentary republic,Ljubljana,6/25/1991,46 03 N,14 31 E,"717,235","2,443,172","1,493,382","601,821","$71,230,000,000 ",5,"$34,500 ",26.4,8.6,"959,000",6.6,24.4,43.1,0,73.6,1.4,0,2.59,"$21,530,000,000 ","$21,530,000,000 ","$35,340,000,000 ","$6,328,000,000 ","$3,475,000,000 ","$32,140,000,000 ","$30,380,000,000 ","$889,900,000 ","$46,300,000,000 ","$19,230,000,000 ","$9,914,000,000 ","15,460,000,000","13,400,000,000","7,972,000,000","8,359,000,000","3,536,000.00",37,20,34,9,5,0,0,0,0,"52,140","29,350","93,060","8,000,000","906,100,000","2,832,000","906,100,000",unknown,"14,370,000.00","20,273.00",1.04,"2,102,126",44.2,0.03,9.2,9.9,1,7,1.6,81.2,1.58,20.2,unknown,4.8,11.2,16,"1,229","38,985",8
Solomon Islands,Solomon Islands,SB,parliamentary democracy,Honiara,7/7/1978,9 26 S,159 57 E,"7,405","465,331","69,859","1,166","$1,330,000,000 ",3.5,"$2,200 ",13.1,3.6,"202,500",unknown,unknown,41,-2.9,9.4,0.5,unknown,10.7,"$499,800,000 ","$499,800,000 ","$152,600,000 ",unknown,"($54,000,000)","$468,600,000 ","$462,100,000 ",$0 ,"$757,000,000 ","$594,800,000 ","$59,200,000 ","103,000,000","95,790,000",0,0,"38,000.00",92,0,0,8,0,0,0,0,0,"1,600",0,"1,577",0,0,0,0,0,"233,500.00","28,896.00",unknown,"660,121",22.8,1.9,24.5,3.8,-1.7,104,14.3,75.8,3.09,22.5,16.2,9.9,1.3,36,unknown,"1,390",23
Somalia,Somalia,SO,in the process of building a federal parliamentary republic,Mogadishu,7/1/1960,2 04 N,45 20 E,"48,000","6,653,040","203,366","92,000","$20,440,000,000 ",2.3,unknown,unknown,3.5,"4,154,000",unknown,unknown,2.1,-0.1,76.7,1.5,unknown,unknown,unknown,unknown,unknown,unknown,"($464,000,000)","$819,000,000 ","$94,430,000,000 ","$30,450,000 ","$5,300,000,000 ",unknown,unknown,"339,000,000","315,300,000",0,0,"85,000.00",93,0,0,7,0,0,0,0,0,"5,600",0,"5,590",0,0,0,0,"5,663,000,000","852,500.00","637,657.00",unknown,"11,259,029",18.2,2.08,39.3,12.8,-5.6,829,93,53.2,5.7,8.3,23,unknown,unknown,61,unknown,unknown,5
South Africa,South Africa,ZA,republic,Pretoria,5/31/1910,25 42 S,28 13 E,"3,629,141","91,878,275","29,322,380","1,698,360","$767,200,000,000 ",1.3,"$13,600 ",16.1,1.2,"22,190,000",27.5,62.5,26.6,-4.4,53,5.3,5.75,10.38,"$137,500,000,000 ","$137,500,000,000 ","$295,900,000,000 ","$735,900,000,000 ","($8,584,000,000)","$94,930,000,000 ","$89,360,000,000 ","$50,720,000,000 ","$156,300,000,000 ","$156,800,000,000 ","$270,300,000,000 ","234,500,000,000","207,100,000,000","16,550,000,000","10,560,000,000","50,020,000.00",85,4,1,10,"1,600",0,"404,000","15,000,000","487,100","621,000","105,600","195,200","906,100,000","5,069,000,000",0,"4,162,000,000",0,"572,300,000.00","1,219,090.00",0.98,"55,380,210",27.4,0.97,19.9,9.3,-0.9,119,29.9,64.1,2.26,28.3,5.9,6.2,53.4,566,"20,986","750,000",88
South Sudan,South Sudan,SS,republic,Juba,7/9/2011,04 51 N,31 37 E,0,"1,511,529",unknown,150,"$20,010,000,000 ",-5.2,"$1,600 ",3.6,unknown,unknown,unknown,46,8.5,-1.3,62.7,187.9,unknown,13.38,"$491,900,000 ","$550,500,000 ",unknown,unknown,"($154,000,000)","$1,130,000,000 ","$3,795,000,000 ","$73,000,000 ",unknown,unknown,unknown,"412,800,000","391,800,000",0,0,"80,400.00",100,0,0,1,"150,200","147,300",0,"3,750,000,000",0,"8,000",0,"7,160",0,0,0,0,"63,710,000,000","1,224,000.00","644,329.00",1.33,"10,204,581",18.1,-1.16,36.9,19.3,-29.2,"1,150",90.4,unknown,5.34,6.6,29.1,1,38.6,85,248,"7,000",unknown
Spain,Spain,ES,parliamentary monarchy,Madrid,1492,40 24 N,3 41 W,"19,680,973","52,484,655","39,123,384","14,473,888","$1,778,000,000,000 ",3,"$38,400 ",23,4,"22,750,000",17.2,35.9,37.9,-3.1,98.4,2,0.05,2.03,"$1,088,000,000,000 ","$1,088,000,000,000 ","$2,491,000,000,000 ","$787,200,000,000 ","$24,740,000,000 ","$313,700,000,000 ","$338,600,000,000 ","$69,410,000,000 ","$2,094,000,000,000 ","$824,800,000,000 ","$776,800,000,000 ","258,600,000,000","239,500,000,000","14,180,000,000","21,850,000,000","105,900,000.00",47,7,14,32,"1,700",0,"1,325,000","150,000,000","1,361,000","1,296,000","562,400","464,800","36,810,000","31,270,000,000","2,888,000,000","34,630,000,000","2,548,000,000","286,700,000.00","505,370.00",0.92,"49,331,076",43.1,0.73,9,9.2,7.5,4,3.3,81.8,1.5,23.8,unknown,4.2,38.6,150,"15,333","683,175",119
Sri Lanka,Sri Lanka,LK,republic,Colombo,2/4/1948,6 55 N,79 50 E,"2,603,178","28,199,083","7,126,540","1,220,504","$275,800,000,000 ",3.3,"$12,900 ",33.8,4.6,"8,937,000",4.4,39.2,13.8,-5.5,79.1,6.5,7.25,11.6,"$5,190,000,000 ","$5,190,000,000 ","$53,530,000,000 ","$18,900,000,000 ","($2,310,000,000)","$11,360,000,000 ","$20,980,000,000 ","$7,959,000,000 ","$51,720,000,000 ",unknown,unknown,"13,660,000,000","12,670,000,000",0,0,"3,998,000.00",52,0,42,6,0,0,"33,540",0,"34,210","116,000","3,871","66,280",0,0,0,0,0,"25,190,000.00","65,610.00",1.89,"22,576,592",33.1,0.73,14.8,6.3,-1.3,36,8.2,77.1,2.05,5.2,20.5,2.8,21,19,"1,562","114,093",87
Sudan,Sudan,SD,"federal republic ruled by the National Congress Party (NCP), which seized power by military coup in 1989; the CPA-mandated Government of National Unity",Khartoum,1/1/1956,15 36 N,32 32 E,"143,280","28,644,139","10,284,260","31,082","$177,400,000,000 ",1.4,"$4,300 ",12.1,4.5,"11,920,000",19.6,unknown,18.5,-10.6,121.6,32.4,unknown,13,"$18,820,000,000 ","$18,820,000,000 ","$28,700,000,000 ",unknown,"($4,811,000,000)","$4,100,000,000 ","$8,220,000,000 ","$198,000,000 ","$56,050,000,000 ","$25,470,000,000 ",unknown,"13,990,000,000","12,120,000,000",0,0,"3,437,000.00",44,0,51,6,"95,000","19,540","9,440","5,000,000,000","94,830","112,000","8,541","24,340",0,0,0,0,"84,950,000,000","16,030,000.00","1,861,484.00",2.28,"43,120,843",17.9,2.93,34.2,6.7,1.9,295,44.2,65.8,4.85,6.6,33.5,2.2,20,74,"7,251",unknown,18
Suriname,Suriname,SR,constitutional democracy,Paramaribo,11/25/1975,5 50 N,55 10 W,"89,030","795,871","265,964","71,217","$8,688,000,000 ",1.9,"$14,900 ",46.6,1,"144,000",8.9,unknown,16.4,-7.8,69.3,22,10,14.43,"$1,158,000,000 ","$1,158,000,000 ","$1,608,000,000 ",unknown,"($2,000,000)","$2,028,000,000 ","$1,293,000,000 ","$424,400,000 ","$1,700,000,000 ",unknown,unknown,"1,967,000,000","1,750,000,000",0,0,"504,000.00",61,0,38,2,"17,000",0,820,"84,200,000","7,571","13,000","14,000","10,700",0,0,0,0,0,"2,075,000.00","163,820.00",unknown,"597,927",30.2,1,15.6,6.1,0.5,120,23.7,72.8,1.9,26.4,6.4,unknown,13.4,55,unknown,"4,304",10
Swaziland,Swaziland,SZ,monarchy,Mbabane,9/6/1968,26 19 S,31 08 E,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Sweden,Sweden,SE,constitutional monarchy,Stockholm,6/26/1523,59 20 N,18 03 E,"2,794,418","12,435,709","9,041,427","3,735,884","$518,000,000,000 ",2.1,"$51,200 ",28.9,4.1,"5,361,000",6.7,24.9,50.6,1.3,40.8,1.9,-0.5,1.93,"$329,200,000,000 ","$329,200,000,000 ","$929,100,000,000 ","$560,500,000,000 ","$17,790,000,000 ","$165,600,000,000 ","$153,200,000,000 ","$62,220,000,000 ","$939,900,000,000 ","$458,200,000,000 ","$523,500,000,000 ","152,900,000,000","133,500,000,000","26,020,000,000","14,290,000,000","40,290,000.00",5,22,42,32,0,"14,570","400,200",0,"413,200","323,100","371,100","229,600",0,"764,500,000",0,"764,500,000",0,"52,310,000.00","450,295.00",1.04,"10,040,995",41.1,0.8,12.1,9.4,5.3,4,2.6,82.2,1.87,20.6,unknown,7.7,17.9,231,"14,127","573,134",359
Switzerland,Switzerland,CH,formally a confederation but similar in structure to a federal republic,Bern,8/15/1291,46 55 N,7 28 E,"3,672,500","11,292,000","7,312,744","3,850,000","$523,100,000,000 ",1.7,"$62,100 ",33.8,3.4,"5,159,000",3.2,29.5,35.7,1.1,41.8,0.5,0.5,2.6,"$621,800,000,000 ","$621,800,000,000 ","$1,253,000,000,000 ","$1,519,000,000,000 ","$66,550,000,000 ","$313,500,000,000 ","$264,500,000,000 ","$811,200,000,000 ","$1,664,000,000,000 ","$1,489,000,000,000 ","$1,701,000,000,000 ","59,010,000,000","58,460,000,000","30,170,000,000","34,100,000,000","20,840,000.00",3,18,67,13,0,0,"57,400",0,"61,550","223,900","7,345","165,100",0,"3,709,000,000",0,"3,681,000,000",unknown,"38,950,000.00","41,277.00",0.68,"8,292,809",42.5,0.68,10.5,8.4,4.6,5,3.6,82.7,1.56,19.5,unknown,5.1,8.1,63,"5,690","71,557",30
Syria,Syria,SY,republic under an authoritarian regime,Damascus,4/17/1946,33 30 N,36 18 E,"2,726,193","15,650,000","5,476,850","1,154,909","$50,280,000,000 ",-36.5,"$2,900 ",17,4.3,"3,767,000",50,unknown,4.2,-8.7,94.8,28.1,0.75,14,"$7,272,000,000 ","$7,272,000,000 ","$9,161,000,000 ",unknown,"($2,123,000,000)","$1,850,000,000 ","$6,279,000,000 ","$407,300,000 ","$4,989,000,000 ",unknown,unknown,"17,070,000,000","14,160,000,000","262,000,000",0,"9,058,000.00",83,0,17,0,"25,000",0,"87,660","2,500,000,000","111,600","134,000","12,520","38,080","3,738,000,000","3,738,000,000",0,0,"240,700,000,000","27,510,000.00","187,437.00",unknown,"19,454,263",24.5,7.37,20.7,4,57,31,14.4,75.2,2.44,27.8,10.2,5.1,35.8,90,"2,052","69,873",21
Taiwan,Taiwan,TW,multiparty democracy,Taipei,1949,25 02 N,121 31 E,"13,565,064","28,777,408","20,601,000","5,713,568","$1,189,000,000,000 ",2.9,"$50,500 ",34.9,3.9,"11,780,000",3.8,33.6,16,-0.1,35.7,1.1,1.38,2.63,"$560,900,000,000 ","$560,900,000,000 ","$880,800,000,000 ","$851,200,000,000 ","$82,880,000,000 ","$349,800,000,000 ","$259,000,000,000 ","$456,700,000,000 ","$181,900,000,000 ","$78,300,000,000 ","$332,400,000,000 ","246,100,000,000","237,400,000,000",0,0,"49,520,000.00",79,11,4,6,196,0,"846,400","2,380,000","924,000","962,400","349,600","418,300","237,900,000","22,450,000,000",0,"22,140,000,000","6,229,000,000","348,800,000.00","35,980.00",1.78,"23,545,963",41.3,0.15,8.2,7.6,0.9,unknown,4.3,80.4,1.13,unknown,unknown,unknown,unknown,37,"1,613","43,206",267
Tajikistan,Tajikistan,TJ,republic,Dushanbe,9/9/1991,38 33 N,68 46 E,"468,000","9,400,000","1,705,345","6,000","$28,430,000,000 ",7.1,"$3,200 ",24.4,1,"2,295,000",2.4,32.6,31.8,-1.5,50.4,7.3,16,30,"$1,389,000,000 ","$1,389,000,000 ","$1,060,000,000 ",unknown,"($35,000,000)","$873,100,000 ","$2,390,000,000 ","$1,292,000,000 ","$5,750,000,000 ","$2,272,000,000 ","$16,300,000,000 ","17,030,000,000","12,960,000,000","1,400,000,000","103,000,000","5,508,000.00",6,0,94,0,180,0,0,"12,000,000",172,"24,000",0,"22,460","19,820,000","19,820,000",0,0,"5,663,000,000","6,329,000.00","144,100.00",1.22,"8,604,882",24.8,1.58,22.8,5.9,-1.1,17,30.8,68.4,2.59,14.2,7.6,5.2,16.7,24,680,"30,000",unknown
Tanzania,Tanzania,TZ,republic,Dar es Salaam,4/26/1964,6 48 S,39 17 E,"127,094","39,953,860","6,822,754","1,848,167","$162,500,000,000 ",6,"$3,200 ",25,12,"24,890,000",10.3,37.6,15.2,-1.8,37,5.3,8.25,17.62,"$5,002,000,000 ","$5,002,000,000 ","$9,045,000,000 ","$1,803,000,000 ","($1,464,000,000)","$4,971,000,000 ","$7,869,000,000 ","$5,301,000,000 ","$17,660,000,000 ",unknown,unknown,"6,699,000,000","5,682,000,000",0,"102,000,000","1,457,000.00",55,0,40,6,0,0,0,0,0,"72,000",0,"67,830","3,115,000,000","3,115,000,000",0,0,"6,513,000,000","14,570,000.00","947,300.00",1.21,"55,451,343",17.9,2.74,35.3,7.5,-0.5,524,38.7,63.1,4.71,8.4,13.7,3.4,3.9,166,"4,567","87,581",329
Thailand,Thailand,TH,constitutional monarchy,Bangkok,1238,13 45 N,100 31 E,"2,910,000","121,530,000","32,398,778","8,208,000","$1,236,000,000,000 ",3.9,"$17,900 ",34.1,1.6,"38,370,000",0.7,44.5,15.2,-3.5,41.9,0.7,1.5,4.42,"$62,390,000,000 ","$62,390,000,000 ","$584,900,000,000 ","$348,800,000,000 ","$51,080,000,000 ","$235,100,000,000 ","$203,200,000,000 ","$202,600,000,000 ","$132,000,000,000 ","$227,800,000,000 ","$117,400,000,000 ","181,500,000,000","187,700,000,000","2,267,000,000","19,830,000,000","44,890,000.00",76,0,8,16,"228,000",790,"875,400","349,400,000","1,328,000","1,326,000","278,300","134,200","38,590,000,000","52,640,000,000",0,"14,410,000,000","193,400,000,000","355,000,000.00","513,120.00",1.33,"68,615,858",38.1,0.29,11,8.1,0,37,9,75.1,1.52,10,6.7,4.1,3.7,101,"4,127","180,053",807
Timor-Leste,Timor-Leste,TL,republic,Dili,11/28/1975,8 35 S,125 36 E,"2,364","1,546,624","318,373","3,346","$7,426,000,000 ",-4.6,"$6,000 ",unknown,2,"286,700",4.4,31.9,10.8,-75.7,3.8,0.6,unknown,13.29,"$563,300,000 ","$563,300,000 ","($213,000,000)",unknown,"($284,000,000)","$16,700,000 ","$681,200,000 ","$544,400,000 ","$311,500,000 ",unknown,unknown,0,0,0,0,600,0,0,0,100,"33,000","62,060",0,0,0,"3,500",0,"3,481","5,776,000,000",0,"5,776,000,000",0,"200,000,000,000","533,400.00","14,874.00",0.61,"1,321,929",19.1,2.32,32.9,5.8,-3.9,142,33.9,68.7,4.67,3.8,37.5,3.8,13.2,6,unknown,"6,040",unknown
Togo,Togo,TG,republic under transition to multiparty democratic rule,Lome,4/27/1960,6 07 N,1 13 E,"36,111","6,219,981","877,310","45,756","$12,970,000,000 ",4.4,"$1,700 ",16.1,5,"2,595,000",6.9,46,21.5,-3.8,75.7,-0.7,2.5,5.3,"$1,335,000,000 ","$1,335,000,000 ","$1,950,000,000 ",unknown,"($383,000,000)","$1,046,000,000 ","$1,999,000,000 ","$77,800,000 ","$1,442,000,000 ",unknown,unknown,"232,600,000","1,261,000,000",0,"1,140,000,000","230,000.00",70,0,29,1,0,0,0,0,0,"15,000",0,"13,100",0,0,0,0,0,"2,651,000.00","56,785.00",1.97,"8,176,449",19.9,2.61,32.8,6.8,0,396,40.8,65.8,4.32,8.4,16.1,5,3.9,8,568,unknown,327
Tonga,Tonga,TO,constitutional monarchy,Nuku'alofa,6/4/1970,21 08 S,175 12 W,"11,000","80,000","42,552","3,000","$591,000,000 ",2.5,"$5,900 ",unknown,5,"33,800",1.1,unknown,39.8,0,48,7.4,unknown,8,"$130,800,000 ","$130,800,000 ","$139,200,000 ",unknown,"($53,000,000)","$18,400,000 ","$250,200,000 ","$198,500,000 ","$189,900,000 ","$127,200,000 ",unknown,"52,000,000","48,360,000",0,0,"20,300.00",74,0,0,26,0,0,0,0,0,900,0,910,0,0,0,0,0,"139,700.00",747,unknown,"106,398",23.3,-0.1,21.8,4.9,-17.9,52,10.9,76.6,3.03,48.2,1.9,unknown,unknown,6,unknown,680,33
Trinidad and Tobago,Trinidad and Tobago,TT,parliamentary democracy,Port of Spain,8/31/1962,10 39 N,61 31 W,"257,445","2,030,637","846,000","326,776","$42,850,000,000 ",-2.6,"$31,300 ",26.4,-4.3,"629,400",4.9,unknown,24.5,-8.2,41.8,1.9,6.75,9,"$7,247,000,000 ","$7,247,000,000 ","$10,550,000,000 ","$177,400,000 ","$2,325,000,000 ","$9,927,000,000 ","$6,105,000,000 ","$8,892,000,000 ","$8,238,000,000 ","$382,900,000 ","$1,266,000,000 ","10,070,000,000","9,867,000,000",0,0,"2,608,000.00",100,0,0,0,"63,000","31,030","80,860","243,000,000","134,700","51,000","106,100",0,"36,730,000,000","21,240,000,000","15,490,000,000",0,"447,400,000,000","48,920,000.00","5,128.00",0.78,"1,215,527",36.6,-0.23,12.3,8.9,-5.8,67,21.6,73.4,1.7,18.6,4.9,unknown,7.1,4,unknown,unknown,102
Tunisia,Tunisia,TN,republic,Tunis,3/20/1956,36 48 N,10 11 E,"1,113,168","14,334,080","5,665,242","801,785","$137,700,000,000 ",2,"$11,900 ",12,0.5,"4,054,000",15.5,40,24.7,-5.8,70.3,5.3,5.75,7.31,"$12,920,000,000 ","$12,920,000,000 ","$36,190,000,000 ","$8,887,000,000 ","($4,191,000,000)","$13,820,000,000 ","$19,090,000,000 ","$5,594,000,000 ","$30,190,000,000 ","$37,950,000,000 ","$285,000,000 ","18,440,000,000","15,270,000,000","500,000,000","134,000,000","5,768,000.00",94,0,1,5,"39,000","39,980","17,580","425,000,000","27,770","102,000","13,660","85,340","1,274,000,000","5,125,000,000",0,"3,851,000,000","65,130,000,000","23,420,000.00","163,610.00",2.09,"11,516,189",32,0.95,17.4,6.4,-1.6,43,11.7,75.9,2.17,26.9,2.8,6.6,34.7,29,"2,173",unknown,66
Turkey,Turkey,TR,republican parliamentary democracy,Ankara,10/29/1923,39 56 N,32 52 E,"11,308,444","77,800,170","46,838,412","11,924,905","$2,186,000,000,000 ",7.4,"$27,000 ",25.5,9.1,"31,300,000",10.9,40.2,20.3,-1.5,28.3,11.1,5.25,15.77,"$119,400,000,000 ","$119,400,000,000 ","$610,400,000,000 ","$188,900,000,000 ","($47,440,000,000)","$166,200,000,000 ","$225,100,000,000 ","$107,700,000,000 ","$452,400,000,000 ","$180,300,000,000 ","$47,440,000,000 ","261,900,000,000","231,100,000,000","1,442,000,000","6,330,000,000","78,500,000.00",53,0,33,14,"55,000",0,"521,500","341,600,000","657,900","989,900","141,600","560,000","368,100,000","53,600,000,000","622,900,000","55,130,000,000","5,097,000,000","379,500,000.00","783,562.00",1.89,"81,257,239",31.4,0.49,15.4,6,-4.5,17,16.9,75.3,2,32.1,2.3,4.3,20.5,98,"12,710","67,333","1,277"
Turkmenistan,Turkmenistan,TM,secular democracy,Ashgabat,10/27/1991,37 57 N,58 23 E,"5,315,000","8,575,000","951,925","4,000","$103,700,000,000 ",6.5,"$18,200 ",23.9,1,"2,305,000",11,40.8,14.9,-2.8,28.8,8,5,19,"$1,326,000,000 ","$12,230,000,000 ","$28,400,000,000 ",unknown,"($4,359,000,000)","$7,458,000,000 ","$4,571,000,000 ","$24,910,000,000 ","$539,400,000 ","$3,061,000,000 ",unknown,"21,180,000,000","15,090,000,000","3,201,000,000",0,"4,001,000.00",100,0,0,0,"244,000","67,790",0,"600,000,000","191,100","160,000","53,780",0,"77,450,000,000","39,310,000,000","38,140,000,000",0,"7,504,000,000,000","100,500,000.00","488,100.00",unknown,"5,411,012",28.3,1.1,18.9,6.1,-1.8,7,33.1,70.7,2.06,18.6,3.2,3.1,unknown,26,"5,113","58,592",72
Tuvalu,Tuvalu,TV,parliamentary democracy,Funafuti,10/1/1978,8 31 S,179 13 E,"2,000","7,600","5,042","1,000","$42,000,000 ",3.2,"$3,800 ",unknown,-26.1,"3,615",unknown,unknown,106.7,25.6,37,4.1,unknown,10.6,unknown,unknown,unknown,$0 ,"$2,000,000 ","$600,000 ","$20,690,000,000 ",unknown,unknown,unknown,unknown,"11,800,000",unknown,0,0,"5,100.00",96,0,0,unknown,0,0,0,0,0,unknown,0,unknown,0,0,0,0,unknown,unknown,26,unknown,"11,147",26,0.86,23.7,8.4,-6.6,unknown,28.2,67.2,2.93,51.6,unknown,unknown,20.6,1,unknown,8,254
